dataset,repeat,strategy,suppression_hours,calibration_alerts_per_100_landmarks,calibration_landmark_sensitivity,threshold,n_evaluation_landmarks,n_evaluation_stays,n_event_stays,landmark_sensitivity,alerts_per_100_landmarks,false_alerts_per_100_landmarks,landmark_ppv,alert_episodes,true_alert_episodes,false_alert_episodes,episodes_per_100_landmarks,false_episodes_per_100_landmarks,event_stay_sensitivity,episode_ppv,n_detected_event_stays_with_lead_time,policy_lead_time_median_hours,policy_lead_time_q1_hours,policy_lead_time_q3_hours
mimic_temporal_test,11,fixed_80_percent_calibration_sensitivity,6,58.10452596786334,0.8023255813953488,0.007097756024450064,122338,7405,252,0.9101917255297679,57.91413951511387,57.176837940787,0.01273094240024841,15972,240,15732,13.055632755153754,12.859454952672106,0.9523809523809523,0.015026296018031555,240,2.0697221755981445,0.7332638949155807,3.7999305725097656
mimic_temporal_test,12,fixed_5_alerts_per_100_calibration_landmarks,6,5.001966697259736,0.30434782608695654,0.0943230465054512,122387,7409,255,0.2266928361138371,4.4653435413892,4.27659800469004,0.04226898444647759,2028,99,1929,1.6570387377744369,1.5761477934747972,0.38823529411764707,0.04881656804733728,99,1.3866666555404663,0.4643055498600006,2.9920833110809326
mimic_temporal_test,12,fixed_80_percent_calibration_sensitivity,6,43.985184213976666,0.8043478260869565,0.011579149402678013,122387,7409,255,0.8007850834151129,43.542206280078766,42.87546879979083,0.015312441358603865,12511,225,12286,10.222490950836281,10.038647895609827,0.8823529411764706,0.017984173926944288,225,1.9977778196334839,0.75,3.4800000190734863
mimic_temporal_test,13,fixed_5_alerts_per_100_calibration_landmarks,6,5.0026038276266105,0.2840909090909091,0.08741424232721329,122171,7406,253,0.2467005076142132,5.2041810249568226,5.005279485311571,0.0382195659012268,2293,105,2188,1.876877491385026,1.7909323816617693,0.4150197628458498,0.045791539467945924,105,1.4108333587646484,0.4166666567325592,3.0638887882232666
mimic_temporal_test,13,fixed_80_percent_calibration_sensitivity,6,49.73961723733889,0.803030303030303,0.009278320707380772,122171,7406,253,0.8385786802030457,50.29753378461337,49.62143225479041,0.013442041367638205,14062,231,13831,11.510096504080346,11.321017262689182,0.9130434782608695,0.016427250746693215,231,2.0833332538604736,0.7597222328186035,3.605555534362793
mimic_temporal_test,14,fixed_5_alerts_per_100_calibration_landmarks,6,5.001461466012795,0.2490272373540856,0.09029445052146912,122104,7406,255,0.24798387096774194,4.870438314879119,4.66897071349014,0.04136539431646208,2149,102,2047,1.7599751031907227,1.6764397562733409,0.4,0.04746393671475105,102,1.40666663646698,0.41583333909511566,3.1879167556762695
mimic_temporal_test,14,fixed_80_percent_calibration_sensitivity,6,52.219804488324506,0.8015564202334631,0.008490958251059055,122104,7406,255,0.8659274193548387,52.91718535019328,52.21368669331062,0.01329433249760114,14655,236,14419,12.002063814453253,11.808785952958134,0.9254901960784314,0.016103718867280792,236,2.066666603088379,0.7241666615009308,3.403750002384186
mimic_temporal_test,15,fixed_5_alerts_per_100_calibration_landmarks,6,5.001466227884396,0.23348017621145375,0.08737654238939285,122204,7381,254,0.25929549902152643,5.213413636214854,4.996563123956663,0.04159472610265264,2274,111,2163,1.8608228863212333,1.7699911623187456,0.43700787401574803,0.048812664907651716,111,1.5036110877990723,0.46791666746139526,3.169722318649292
mimic_temporal_test,15,fixed_80_percent_calibration_sensitivity,6,40.05082923332573,0.801762114537445,0.012425143271684647,122204,7381,254,0.7837573385518591,41.93070603253576,41.275244672842135,0.015632013426748113,12047,225,11822,9.858106117639357,9.673987758174855,0.8858267716535433,0.018676849008051798,225,1.9977778196334839,0.6741666793823242,3.4800000190734863
mimic_temporal_test,16,fixed_5_alerts_per_100_calibration_landmarks,6,5.0009812258781965,0.2450592885375494,0.0961948037147522,122321,7396,252,0.23393574297188754,4.27645293939716,4.085970520188684,0.04454215255209329,1954,102,1852,1.597436253791254,1.5140491003180157,0.40476190476190477,0.052200614124872056,102,1.2770833373069763,0.42048610001802444,2.861180603504181
