dataset,repeat,n_calibration_identifiers,n_evaluation_identifiers,calibration_prevalence,evaluation_prevalence,intercept_shift,brier_null_calibration_prevalence,brier_model_uncalibrated,brier_skill_uncalibrated,brier_model_intercept_recalibrated,brier_skill_intercept_recalibrated
eicu_external,24,28539,114154,0.010929548608816337,0.011110662718048373,-0.6266503597454276,0.010987248694334699,0.011152234819856603,-0.015016145543968129,0.010738522807099976,0.022637686117269018
eicu_external,25,28539,114154,0.010862157976251936,0.011127552683454316,-0.6330971003254677,0.011003800689081874,0.011151841262464785,-0.013453585498854004,0.010742480500527651,0.023748175374851077
eicu_external,26,28539,114154,0.01094553524847421,0.01110656093717037,-0.6359233801661593,0.010983231170591712,0.011133166667544133,-0.013651310313296694,0.01072713458308154,0.023317053381876063
eicu_external,27,28539,114154,0.011094590430734807,0.011069326297899456,-0.6098984976419518,0.010946796951486494,0.011111476652980425,-0.015043642649420708,0.010701192209084194,0.02243621979020516
eicu_external,28,28539,114154,0.011155797048790262,0.011054119925368932,-0.6178952967978477,0.010931936696281916,0.011085069022100269,-0.014007794782642247,0.010677774662864523,0.02324949736525972
eicu_external,29,28539,114154,0.011289643732514669,0.011020385773015761,-0.6233548367739018,0.01089900937027843,0.011033335675138485,-0.012324634312762539,0.010639115931107385,0.023845601957162676
eicu_external,30,28539,114154,0.011074382903986116,0.011074380336202056,-0.6211526199623006,0.010951738436371202,0.011095542604210487,-0.01313071606620042,0.010691737362534997,0.02374062121249454
eicu_external,31,28539,114154,0.01118346047924387,0.01104711806329468,-0.6014464467042077,0.0109250978350447,0.011111406915349242,-0.017053310013106948,0.010695388952283245,0.021025796402903807
eicu_external,32,28539,114154,0.011322241227388171,0.011012588547548838,-0.5954005295406403,0.010891407325813372,0.011036235236560873,-0.013297446915262245,0.010636147608138628,0.023436798389659064
eicu_external,33,28539,114154,0.011205055198182047,0.011041693928671733,-0.6217917024517609,0.01091980161076164,0.011060743594559335,-0.012907009561308636,0.010661691899930383,0.023636849828561624
eicu_external,34,28539,114154,0.01096048516538977,0.011102859187941802,-0.6428806725198504,0.010979605976156836,0.011130436482942901,-0.013737333298991627,0.010725458216469981,0.02314725685409469
eicu_external,35,28539,114154,0.011316481210194391,0.011014193281760535,-0.6087228216196298,0.010892972206104228,0.011044739337560606,-0.013932573092523715,0.010644072117950666,0.022849602793816315
eicu_external,36,28539,114154,0.011233711118877627,0.011034826816173326,-0.6183528640264756,0.010913098968276249,0.011050503970563291,-0.012590832602771274,0.010652673288200241,0.02386358639585784
eicu_external,37,28539,114154,0.011142474808810886,0.011057287442372759,-0.6252866104023763,0.010935031093676901,0.011068747430916013,-0.012228253956811486,0.010669377304940527,0.024293830210504574
eicu_external,38,28539,114154,0.010948594532552092,0.011105696862842164,-0.6366655628915701,0.010982385041175005,0.011123872303594781,-0.012883108895682893,0.010721723033447709,0.02373455371943578
eicu_external,39,28539,114154,0.011045778823646287,0.011081527047871886,-0.6258569729206541,0.0109587280840947,0.011116010332312498,-0.014352235680167524,0.010705121648548593,0.023141958957279662
eicu_external,40,28539,114154,0.011165005256925766,0.011051794010644,-0.6198077819337104,0.010929664676576578,0.011074951755724016,-0.013292912769666598,0.010671984673655191,0.02357620389522308
eicu_external,41,28539,114154,0.011385529079452452,0.010996625770836835,-0.6032137954296641,0.010875851238276455,0.011042656957843816,-0.015337256451274817,0.01063910939018474,0.02176766148276521
eicu_external,42,28539,114154,0.011094625646790432,0.011069312790079314,-0.634548962627907,0.01094678374517542,0.011084792679903834,-0.01260725871096513,0.010683886574697411,0.02401592802030783
eicu_external,43,28539,114154,0.01094194135218663,0.011107519067287026,-0.6423818183216993,0.010984169503436617,0.011140068418606505,-0.014193054388054627,0.010730583108483177,0.023086533294492617
