dataset,repeat,calibration_method,fitted_intercept,fitted_slope,calibration_prevalence,brier,brier_skill
mimic_temporal_test,69,intercept_only,-1.14112282047608,1.0,0.008359599835548856,0.008046805629586297,0.0014004477063561671
mimic_temporal_test,69,intercept_and_slope,-2.109333605815428,0.6759978238061253,0.008359599835548856,0.00789911762364271,0.01972836357798513
mimic_temporal_test,70,uncalibrated,0.0,1.0,0.007961519323270858,0.009653054500878432,-0.18406670882675624
mimic_temporal_test,70,intercept_only,-1.1598504110998378,1.0,0.007961519323270858,0.0081346225530897,0.002187778686185249
mimic_temporal_test,70,intercept_and_slope,-2.072264639426748,0.6972280958487568,0.007961519323270858,0.007986019586091428,0.020415773362846723
mimic_temporal_test,71,uncalibrated,0.0,1.0,0.008613321059898744,0.00942601834547031,-0.1791334553047843
mimic_temporal_test,71,intercept_only,-1.1162313244138637,1.0,0.008613321059898744,0.00797802000355587,0.002001699073273855
mimic_temporal_test,71,intercept_and_slope,-2.130684240388115,0.6592924444681059,0.008613321059898744,0.007833533904252914,0.020075968321484616
mimic_temporal_test,72,uncalibrated,0.0,1.0,0.008137725327454286,0.009538569665500249,-0.17614200231909272
mimic_temporal_test,72,intercept_only,-1.160522421670813,1.0,0.008137725327454286,0.008061307975888797,0.006009995569343007
mimic_temporal_test,72,intercept_and_slope,-1.8456179636171808,0.7619379733551236,0.008137725327454286,0.00794146756919717,0.020786774565340727
mimic_temporal_test,73,uncalibrated,0.0,1.0,0.008453750122874274,0.009483967676666795,-0.1806931739901958
mimic_temporal_test,73,intercept_only,-1.1668501384416354,1.0,0.008453750122874274,0.008026789447331059,0.0007161735866295649
mimic_temporal_test,73,intercept_and_slope,-2.2073180193420714,0.647036049689679,0.008453750122874274,0.00788504365323996,0.018362616218116856
mimic_temporal_test,74,uncalibrated,0.0,1.0,0.008118543942444144,0.009540225236623285,-0.1756944926163455
mimic_temporal_test,74,intercept_only,-1.2182613966063867,1.0,0.008118543942444144,0.008065175717434191,0.006083982528002241
mimic_temporal_test,74,intercept_and_slope,-2.1117974044137653,0.6914067506083064,0.008118543942444144,0.007953370776132646,0.01986232113901465
mimic_temporal_test,75,uncalibrated,0.0,1.0,0.00765077998211506,0.00972004751981085,-0.1813223107198072
mimic_temporal_test,75,intercept_only,-1.24585117573612,1.0,0.00765077998211506,0.008195478029803175,0.003965667463228684
mimic_temporal_test,75,intercept_and_slope,-1.860163394126388,0.7846231847940567,0.00765077998211506,0.008079061194815306,0.01811434361262576
